dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000063.jpg,0.2824114,0.34270757,0.38148886,0.33602437,0.3897953,0.7070411,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000070.jpg,0.22929697,0.31787443,0.32251883,0.2964671,0.3204249,0.3373598,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000071.jpg,0.3516479,0.4300021,0.45829463,0.39367557,0.43387443,0.36690205,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000072.jpg,0.46593904,0.5851345,0.5711935,0.42482808,0.5405809,0.51879483,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000073.jpg,0.24442296,0.27103323,0.23720992,0.23338816,0.31950217,0.20392445,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000081.jpg,0.2888592,0.382717,0.40816078,0.30667448,0.40321216,0.40518588,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000082.jpg,0.2502224,0.25273684,0.33952892,0.25571024,0.3180877,0.2785961,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000086.jpg,0.36204118,0.36919945,0.47194415,0.42941177,0.52443403,0.30779338,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000089.jpg,0.19624075,0.29216772,0.27765775,0.21534058,0.26333082,0.24327531,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000096.jpg,0.31390035,0.32624072,0.38144976,0.4335459,0.48995358,0.29957986,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000097.jpg,0.36430597,0.3921774,0.45092627,0.394819,0.44767493,0.49923244,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000098.jpg,0.1627305,0.24531183,0.28269282,0.37486506,0.39454937,0.32014012,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000102.jpg,0.32362533,0.44042832,0.44715735,0.36578032,0.4334125,0.38323343,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000105.jpg,0.33427006,0.36798972,0.40794125,0.43384224,0.4948352,0.39486974,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000108.jpg,0.32297966,0.47278178,0.40101463,0.390485,0.44112724,0.3803283,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000111.jpg,0.36169693,0.35844633,0.4512076,0.3743737,0.45078194,0.30785957,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000119.jpg,0.20999499,0.25198686,0.36103117,0.24398994,0.3597442,0.48587894,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000122.jpg,0.18612207,0.2705589,0.2922103,0.29878807,0.2811259,0.3052083,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000127.jpg,0.3463937,0.43032402,0.4860453,0.42350748,0.4724307,0.41311944,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000131.jpg,0.22748972,0.18486178,0.29505026,0.20097628,0.28450894,0.520968,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000135.jpg,0.42382556,0.4721493,0.5148815,0.40997994,0.49168172,0.40310758,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000145.jpg,0.28542036,0.425353,0.40063527,0.3854015,0.41370684,0.34626156,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000150.jpg,1.0000001,0.33662632,0.41233033,0.29090047,0.3749339,0.2784311,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000152.jpg,0.4445425,0.5463481,0.5952802,0.5448952,0.6048614,0.5330181,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000154.jpg,0.3359571,0.39826503,0.40200067,0.32467422,0.40981922,0.34221584,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000157.jpg,0.31783515,0.2762164,0.35293397,0.24719602,0.33932096,0.29573447,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000159.jpg,0.25523832,0.27030605,0.28992593,0.2670153,0.38605228,0.19508731,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000171.jpg,0.35465118,0.47700047,0.44711763,0.3514915,0.42202228,0.38938022,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000172.jpg,0.35415334,0.37686968,0.42026177,0.46893448,0.46684015,0.3197667,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000173.jpg,0.30451798,0.2867968,0.38821784,0.29073465,0.44378105,0.2381513,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000177.jpg,0.32867116,0.43908942,0.40714163,0.3262908,0.38564825,0.43243253,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000180.jpg,0.15571538,0.12092596,0.21599638,0.11934914,0.3525855,0.11606245,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000182.jpg,0.47136447,0.5147599,0.6061499,0.3794024,0.4891655,0.4769994,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000184.jpg,0.16864488,0.19296202,0.33839577,0.2265217,0.30737573,0.23816204,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000186.jpg,0.30956736,0.42025492,0.40051258,0.5044049,0.4817983,0.3780733,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000190.jpg,0.31775343,0.38391116,0.37661952,0.35587534,0.428375,0.35030943,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000195.jpg,0.23660132,0.3209987,0.34341383,0.29101348,0.32821733,0.24648413,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000222.jpg,0.27525723,0.40117574,0.42199808,0.42492065,0.45813382,0.34406283,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000232.jpg,0.3472241,0.45421505,0.47300357,0.3426189,0.4256994,0.42544883,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000233.jpg,0.2949586,0.32667175,0.38824207,0.26641184,0.3969702,0.44312477,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000235.jpg,0.2255444,0.29066652,0.3475486,0.22520843,0.3276044,0.29381052,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000238.jpg,0.3319053,0.41390234,0.4416887,0.39493465,0.41835633,0.39871818,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000242.jpg,0.4171026,0.4915895,0.5471984,0.46727738,0.5013808,0.38964143,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000260.jpg,0.42856097,0.48390794,0.52711546,0.43207818,0.5629215,0.4813956,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000286.jpg,0.2746028,0.41629958,0.36186448,0.35480857,0.40317765,0.29748762,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000289.jpg,0.29448462,0.36154914,0.36713144,0.30290553,0.36372575,0.32278496,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000297.jpg,0.2977058,0.43332636,0.4191096,0.44724438,0.4583997,0.32625824,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000298.jpg,0.1732356,0.17875102,0.25190085,0.18584609,0.24151254,0.17635867,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000302.jpg,0.2902897,0.41404003,0.4243513,0.7359655,0.54215395,0.40214345,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000306.jpg,0.3165629,0.38978568,0.46383768,0.33475137,0.42236948,0.5497246,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000308.jpg,0.11767801,0.15260008,0.23708113,0.15354185,0.2135586,0.20409742,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000314.jpg,0.33538145,0.37233338,0.47102502,0.5782346,0.5898795,0.3386752,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000320.jpg,0.23727077,0.25216776,0.38898423,0.26244155,0.36411992,0.62710774,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000321.jpg,0.4172302,0.5311522,0.51812845,0.5321542,0.5916585,0.5026959,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000336.jpg,0.31959862,0.27340645,0.35454693,0.41983077,0.40939328,0.23475285,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000341.jpg,0.3431093,0.44634485,0.43489522,0.3977173,0.47872084,0.4365725,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000370.jpg,0.25831705,0.24117142,0.36907256,0.21702088,0.43129104,0.26750225,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000377.jpg,0.33005512,0.2971244,0.4213809,0.2385987,0.35495389,0.3078199,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000379.jpg,0.4142933,0.522921,0.5546681,0.4262768,0.54071647,0.5799893,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000380.jpg,0.36432227,0.30581474,0.37429574,0.30706272,0.42272568,0.26847613,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000388.jpg,0.33827552,0.35891753,0.49470872,0.39644158,0.42500496,0.38902348,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000390.jpg,0.31668866,0.3286215,0.40289629,0.29296964,0.3353426,0.27424285,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000396.jpg,0.16844745,0.1858086,0.29247725,0.21000113,0.33644572,0.606254,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000397.jpg,0.31288868,0.34405267,0.34889466,0.30049425,0.40206838,0.28092307,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000400.jpg,0.3118431,0.3550372,0.3654629,0.30457366,0.3659774,0.33808887,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000403.jpg,0.19898334,0.23429684,0.3571748,0.2167548,0.2752442,0.20615968,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000406.jpg,0.23453036,0.28042156,0.29909727,0.26270065,0.32477087,0.26868087,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000420.jpg,0.29369763,0.346496,0.43537498,0.29687187,0.4027758,0.35549706,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000431.jpg,0.376446,0.48952627,0.49334836,0.3434509,0.42375112,0.4363465,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000445.jpg,0.33588293,0.40778774,0.42452094,0.28081125,0.4051168,0.30827767,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000446.jpg,0.27643746,0.35734767,0.26335704,0.25290936,0.31411433,0.36833346,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000456.jpg,0.2911042,0.3234721,0.34974453,0.33049864,0.42350364,0.64430904,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000458.jpg,0.37711084,0.35862657,0.41338596,0.23419839,0.38790953,0.31333494,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000459.jpg,0.37029076,0.46471208,0.4558248,0.42689455,0.524278,0.46816513,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000480.jpg,0.37634528,0.35065392,0.47161976,0.5156605,0.5799508,0.37235606,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000494.jpg,0.21176527,0.19989732,0.29384488,0.29261342,0.32789272,0.21493557,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000496.jpg,0.4325796,0.3933518,0.43743753,0.3263545,0.45329624,0.34202933,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000497.jpg,0.42795086,0.4757985,0.44506633,0.33041352,0.46538243,0.39998877,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000519.jpg,0.37809896,0.41107458,0.44453508,0.5732137,0.6481579,0.34734526,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000521.jpg,0.18812889,0.18173616,0.24400602,0.23723295,0.275469,0.15050533,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000540.jpg,0.28270358,0.30663222,0.42311722,0.22326756,0.34120128,0.45563057,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000549.jpg,0.34932137,0.4258899,0.44449925,0.37261134,0.40269944,0.40530163,False
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000577.jpg,0.3961227,0.45374593,0.5198343,0.5002575,0.60124767,0.55039763,True
dataset\1·ïÎ²Ïº_È¥·Ç²Ë\true_bing__000579.jpg,0.20100886,0.2674033,0.28988147,0.15882108,0.24769711,0.20308223,False
